No.,Chromosome ,start,end,DMR length (bp),No. CpGs in DMR,strand,pval,qval,Methylation difference (tumor/normal)* ,Genomic locus,Methylated in:
624,chr9,72658634,72659064,431,30,*,3.41507893954969E-06,8.18549877302153E-05,0.526209238367169,5UTR.MAMDC2/exon.MAMDC2,cADN and SSL specific markers
625,chr5,134376152,134376849,698,52,*,3.41507893954969E-06,8.18549877302153E-05,0.52773297808041,intron.C5orf66,cADN and SSL specific markers
626,chr11,79150816,79151060,245,20,*,3.41507893954969E-06,8.18549877302153E-05,0.64674478068287,intron.TENM4,cADN and SSL specific markers
627,chr18,31020414,31021065,652,70,*,3.41507893954969E-06,8.18549877302153E-05,0.555141592904405,promoter.CCDC178/1to5kb.CCDC178/5UTR.CCDC178/exon.CCDC178/intron.CCDC178,cADN and SSL specific markers
628,chr8,97506084,97506390,307,28,*,3.41507893954969E-06,8.18549877302153E-05,0.771847460457835,5UTR.SDC2/exon.SDC2,cADN and SSL specific markers
629,chr3,142681900,142682551,652,89,*,3.41507893954969E-06,8.18549877302153E-05,0.508759454662084,promoter.NA/promoter.PAQR9/1to5kb.NA/CDS.PAQR9/exon.PAQR9,cADN and SSL specific markers
630,chr20,61885291,61885513,223,29,*,3.41507893954969E-06,8.18549877302153E-05,0.597988521561395,promoter.FLJ16779/promoter.NKAIN4/CDS.FLJ16779/5UTR.FLJ16779/exon.FLJ16779/intron.NKAIN4,cADN and SSL specific markers
631,chr16,23847913,23848042,130,14,*,3.41507893954969E-06,8.18549877302153E-05,0.813063791214234,intron.PRKCB,cADN and SSL specific markers
632,chr14,51561228,51561558,331,28,*,3.41507893954969E-06,8.18549877302153E-05,0.635260071023678,CDS.TRIM9/exon.TRIM9,cADN and SSL specific markers
633,chr8,11561361,11561793,433,42,*,3.41507893954969E-06,8.18549877302153E-05,0.534046141923813,promoter.GATA4/1to5kb.GATA4/5UTR.GATA4/exon.GATA4/intron.GATA4,cADN and SSL specific markers
634,chr1,101702487,101702928,442,35,*,3.41507893954969E-06,8.18549877302153E-05,0.627044154772418,1to5kb.NA/5UTR.S1PR1/exon.S1PR1/intron.S1PR1,cADN and SSL specific markers
635,chr7,127672436,127672658,223,32,*,3.41507893954969E-06,8.18549877302153E-05,0.623942600745815,1to5kb.LRRC4/1to5kb.NA/intron.SND1,cADN and SSL specific markers
636,chr4,54966948,54967127,180,25,*,3.41507893954969E-06,8.18549877302153E-05,0.552561781720919,CDS.GSX2/exon.GSX2/intron.PDGFRA/intron.GSX2,cADN and SSL specific markers
637,chr15,92936678,92936965,288,29,*,3.41507893954969E-06,8.18549877302153E-05,0.562264569477751,promoter.ST8SIA2,cADN and SSL specific markers
638,chr17,44896688,44897083,396,29,*,3.41507893954969E-06,8.18549877302153E-05,0.500901590974027,promoter.WNT3,cADN and SSL specific markers
639,chr20,58152231,58152361,131,16,*,3.41507893954969E-06,8.18549877302153E-05,0.608669347472026,promoter.PHACTR3,cADN and SSL specific markers
640,chr7,116962842,116963360,519,60,*,3.41507893954969E-06,8.18549877302153E-05,0.533206287638928,promoter.WNT2/CDS.WNT2/5UTR.WNT2/exon.WNT2/intron.WNT2,cADN and SSL specific markers
641,chr14,62279545,62280018,474,45,*,3.41507893954969E-06,8.18549877302153E-05,0.61389831045429,intergenic.NA,cADN and SSL specific markers
642,chr11,91957331,91957769,439,23,*,3.41507893954969E-06,8.18549877302153E-05,0.526564935513405,intergenic.NA,cADN and SSL specific markers
643,chr17,43973327,43973635,309,29,*,3.41507893954969E-06,8.18549877302153E-05,0.527756935633138,promoter.MAPT-AS1/CDS.MAPT-IT1/exon.MAPT-IT1/intron.MAPT/3UTR.MAPT-IT1,cADN and SSL specific markers
644,chr15,28341840,28342385,546,59,*,3.41507893954969E-06,8.18549877302153E-05,0.57096426006403,intron.OCA2,cADN and SSL specific markers
645,chr7,149744783,149745163,381,39,*,3.41507893954969E-06,8.18549877302153E-05,0.649869628911678,intergenic.NA,cADN and SSL specific markers
646,chr5,180076093,180076270,178,33,*,3.41507893954969E-06,8.18549877302153E-05,0.646731138981263,intron.FLT4,cADN and SSL specific markers
647,chr1,240255199,240255835,637,64,*,3.41507893954969E-06,8.18549877302153E-05,0.596286010385241,CDS.FMN2/5UTR.FMN2/exon.FMN2,cADN and SSL specific markers
648,chr22,39954186,39954384,199,15,*,3.41507893954969E-06,8.18549877302153E-05,0.594512518246175,intergenic.NA,cADN and SSL specific markers
649,chr2,107502354,107502851,498,55,*,3.41507893954969E-06,8.18549877302153E-05,0.514565062445235,promoter.ST6GAL2/5UTR.ST6GAL2/exon.ST6GAL2/intron.ST6GAL2,cADN and SSL specific markers
650,chr19,58861932,58862160,229,26,*,3.41507893954969E-06,8.18549877302153E-05,0.60757349412188,1to5kb.A1BG-AS1/CDS.A1BG/exon.A1BG/intron.A1BG-AS1/intron.A1BG,cADN and SSL specific markers
651,chr10,82116203,82116575,373,39,*,3.41507893954969E-06,8.18549877302153E-05,0.554685640956241,promoter.DYDC2/promoter.DYDC1/5UTR.DYDC2/5UTR.DYDC1/exon.DYDC2/exon.DYDC1/intron.DYDC2/intron.DYDC1,cADN and SSL specific markers
652,chr11,69518457,69518678,222,24,*,3.41507893954969E-06,8.18549877302153E-05,0.504150712504469,CDS.FGF19/5UTR.FGF19/exon.FGF19,cADN and SSL specific markers
653,chr2,213403115,213403560,446,53,*,3.41507893954969E-06,8.18549877302153E-05,0.561880231216027,promoter.ERBB4/CDS.ERBB4/5UTR.ERBB4/exon.ERBB4/intron.ERBB4,cADN and SSL specific markers
654,chr10,134901871,134902028,158,17,*,3.41507893954969E-06,8.18549877302153E-05,0.541514779203009,intron.ADGRA1,cADN and SSL specific markers
655,chr5,11903909,11904404,496,82,*,3.41507893954969E-06,8.18549877302153E-05,0.618965225042544,promoter.CTNND2/CDS.CTNND2/5UTR.CTNND2/exon.CTNND2/intron.CTNND2,cADN and SSL specific markers
656,chr18,73628249,73628463,215,31,*,3.41507893954969E-06,8.18549877302153E-05,0.619943528741802,intergenic.NA,cADN and SSL specific markers
657,chr1,14924535,14924803,269,16,*,3.41507893954969E-06,8.18549877302153E-05,0.601716434826662,promoter.KAZN,cADN and SSL specific markers
658,chr2,100937707,100938300,594,107,*,,,,intron.LONRF2,cADN and SSL specific markers
659,chr2,135475345,135476051,707,56,*,3.41507893954969E-06,8.18549877302153E-05,0.691428736944922,intron.TMEM163,cADN and SSL specific markers
660,chr8,70984087,70984604,518,44,*,3.41507893954969E-06,8.18549877302153E-05,0.636507453871691,promoter.PRDM14/1to5kb.PRDM14,cADN and SSL specific markers
661,chr4,30723770,30724085,316,42,*,3.41507893954969E-06,8.18549877302153E-05,0.554508143343285,CDS.PCDH7/exon.PCDH7,cADN and SSL specific markers
662,chr4,174451117,174451348,232,21,*,3.41507893954969E-06,8.18549877302153E-05,0.587276473366061,promoter.HAND2-AS1/promoter.HAND2/5UTR.HAND2/exon.HAND2,cADN and SSL specific markers
663,chr17,74070583,74070771,189,22,*,3.41507893954969E-06,8.18549877302153E-05,0.53433745941903,promoter.GALR2/1to5kb.ZACN/1to5kb.SRP68,cADN and SSL specific markers
664,chr11,98891114,98891910,797,57,*,3.41507893954969E-06,8.18549877302153E-05,0.549060300969993,promoter.CNTN5/5UTR.CNTN5/exon.CNTN5,cADN and SSL specific markers
665,chr14,60976801,60976949,149,10,*,3.41507893954969E-06,8.18549877302153E-05,0.609380533057463,intron.SIX6,cADN and SSL specific markers
666,chr13,28498718,28499179,462,35,*,3.41507893954969E-06,8.18549877302153E-05,0.628091419045437,CDS.PDX1/exon.PDX1/3UTR.PDX1,cADN and SSL specific markers
667,chr4,41883392,41883618,227,22,*,3.41507893954969E-06,8.18549877302153E-05,0.60670588932898,intron.NA,cADN and SSL specific markers
668,chr19,2290717,2291921,1205,130,*,3.41507893954969E-06,8.18549877302153E-05,0.502222452584368,promoter.NA/CDS.NA/CDS.LINGO3/5UTR.NA/5UTR.LINGO3/exon.NA/exon.LINGO3/intron.SPPL2B/intron.LINGO3,cADN and SSL specific markers
669,chr2,74726861,74727083,223,20,*,3.41507893954969E-06,8.18549877302153E-05,0.563487589462172,promoter.LBX2/1to5kb.LBX2-AS1/intron.LBX2,cADN and SSL specific markers
670,chr5,158524402,158524702,301,18,*,3.41507893954969E-06,8.18549877302153E-05,0.57665828811127,promoter.EBF1/1to5kb.NA/1to5kb.EBF1/intron.EBF1,cADN and SSL specific markers
671,chr16,28891601,28892045,445,29,*,3.41507893954969E-06,8.18549877302153E-05,0.570036553117033,promoter.ATP2A1-AS1/intron.ATP2A1/intron.NA,cADN and SSL specific markers
672,chr19,45737483,45737962,480,75,*,3.41507893954969E-06,8.18549877302153E-05,0.573797097955311,promoter.EXOC3L2,cADN and SSL specific markers
673,chr7,35296876,35297404,529,43,*,3.41507893954969E-06,8.18549877302153E-05,0.556254946150728,1to5kb.TBX20,cADN and SSL specific markers
674,chr22,44258064,44258277,214,30,*,3.41507893954969E-06,8.18549877302153E-05,0.585050776082837,CDS.SULT4A1/5UTR.SULT4A1/exon.SULT4A1/intron.SULT4A1,cADN and SSL specific markers
675,chr8,143591568,143591839,272,29,*,3.41507893954969E-06,8.18549877302153E-05,0.619925831632391,intron.ADGRB1,cADN and SSL specific markers
676,chr17,47575061,47575315,255,23,*,3.41507893954969E-06,8.18549877302153E-05,0.582305496622915,intron.NGFR,cADN and SSL specific markers
677,chr1,57889383,57889700,318,33,*,3.41507893954969E-06,8.18549877302153E-05,0.703692391994918,promoter.DAB1/intron.DAB1,cADN and SSL specific markers
678,chr7,1276534,1276694,161,25,*,3.41507893954969E-06,8.18549877302153E-05,0.509870296525437,CDS.UNCX/exon.UNCX/intergenic.NA,cADN and SSL specific markers
679,chr5,177411470,177411863,394,42,*,3.41507893954969E-06,8.18549877302153E-05,0.502823760729219,intergenic.NA,cADN and SSL specific markers
680,chr6,101850163,101850697,535,31,*,3.41507893954969E-06,8.18549877302153E-05,0.515873050472926,intron.GRIK2,cADN and SSL specific markers
681,chr19,58570394,58570596,203,24,*,3.41507893954969E-06,8.18549877302153E-05,0.687039783899036,promoter.ZNF135,cADN and SSL specific markers
682,chr5,178771696,178771869,174,23,*,3.41507893954969E-06,8.18549877302153E-05,0.602244534677189,intron.ADAMTS2,cADN and SSL specific markers
683,chr12,22093905,22095053,1149,66,*,3.41507893954969E-06,8.18549877302153E-05,0.514976443145346,promoter.ABCC9/1to5kb.ABCC9/5UTR.ABCC9/exon.ABCC9/intron.ABCC9,cADN and SSL specific markers
684,chr21,47062472,47062597,126,21,*,3.41507893954969E-06,8.18549877302153E-05,0.752847236124497,1to5kb.PCBP3,cADN and SSL specific markers
685,chr2,233498501,233498789,289,34,*,3.41507893954969E-06,8.18549877302153E-05,0.525022935803797,CDS.EFHD1/exon.EFHD1/intron.EFHD1,cADN and SSL specific markers
686,chr2,175193310,175193891,582,37,*,3.41507893954969E-06,8.18549877302153E-05,0.541640667607535,exon.LINC01305/intron.LINC01305,cADN and SSL specific markers
687,chr1,179712981,179713449,469,58,*,3.41507893954969E-06,8.18549877302153E-05,0.622841218068201,intron.FAM163A,cADN and SSL specific markers
688,chr2,137523547,137523921,375,20,*,3.41507893954969E-06,8.18549877302153E-05,0.664541534668234,intron.THSD7B,cADN and SSL specific markers
689,chr15,53079341,53079578,238,19,*,3.41507893954969E-06,8.18549877302153E-05,0.53784370310128,intron.ONECUT1,cADN and SSL specific markers
690,chr18,5196266,5196532,267,21,*,3.41507893954969E-06,8.18549877302153E-05,0.632402441474444,intron.AKAIN1,cADN and SSL specific markers
691,chr12,64784148,64784729,582,62,*,3.41507893954969E-06,8.18549877302153E-05,0.502625614534782,promoter.C12orf56/CDS.C12orf56/exon.C12orf56/intron.NA,cADN and SSL specific markers
692,chr4,111554915,111555635,721,50,*,3.41507893954969E-06,8.18549877302153E-05,0.603896822596987,5UTR.PITX2/exon.PITX2/intron.PITX2,cADN and SSL specific markers
693,chr10,88127062,88127445,384,41,*,3.41507893954969E-06,8.18549877302153E-05,0.573309007659595,promoter.GRID1/1to5kb.GRID1,cADN and SSL specific markers
694,chr7,155167210,155167702,493,50,*,3.41507893954969E-06,8.18549877302153E-05,0.564929162038262,intergenic.NA,cADN and SSL specific markers
695,chr7,19146992,19147493,502,29,*,3.41507893954969E-06,8.18549877302153E-05,0.639056785432175,intergenic.NA,cADN and SSL specific markers
696,chr3,239638,239792,155,14,*,3.41507893954969E-06,8.18549877302153E-05,0.852294145457329,5UTR.CHL1/exon.CHL1/intron.CHL1,cADN and SSL specific markers
697,chr6,100038656,100038960,305,32,*,3.41507893954969E-06,8.18549877302153E-05,0.509928090387771,intergenic.NA,cADN and SSL specific markers
698,chr4,142054171,142054660,490,51,*,3.41507893954969E-06,8.18549877302153E-05,0.681161739905566,promoter.RNF150/5UTR.RNF150/exon.RNF150,cADN and SSL specific markers
699,chr20,61992408,61992607,200,28,*,3.41507893954969E-06,8.18549877302153E-05,0.538848466479301,1to5kb.CHRNA4/CDS.CHRNA4/5UTR.CHRNA4/exon.CHRNA4/intron.CHRNA4,cADN and SSL specific markers
700,chr12,111472815,111473003,189,15,*,3.41507893954969E-06,8.18549877302153E-05,0.647398195060724,intron.CUX2,cADN and SSL specific markers
701,chr5,158527598,158528176,579,42,*,3.41507893954969E-06,8.18549877302153E-05,0.640051654876895,promoter.NA/promoter.EBF1/1to5kb.EBF1/exon.NA/intron.NA,cADN and SSL specific markers
702,chr17,32907061,32907506,446,43,*,3.41507893954969E-06,8.18549877302153E-05,0.755220358151418,promoter.TMEM132E/promoter.C17orf102/1to5kb.C17orf102,cADN and SSL specific markers
703,chr12,3600019,3600280,262,27,*,3.41507893954969E-06,8.18549877302153E-05,0.509732136175056,promoter.PRMT8/intron.PRMT8/intron.NA,cADN and SSL specific markers
704,chr7,28449767,28450120,354,32,*,3.41507893954969E-06,8.18549877302153E-05,0.727315522832434,1to5kb.CREB5/CDS.NA/exon.NA/intron.CREB5,cADN and SSL specific markers
705,chr1,39044096,39044353,258,34,*,3.41507893954969E-06,8.18549877302153E-05,0.593184052910927,intergenic.NA,cADN and SSL specific markers
706,chr2,139538128,139538379,252,24,*,3.41507893954969E-06,8.18549877302153E-05,0.640934454202659,promoter.NXPH2,cADN and SSL specific markers
707,chr3,44036907,44037282,376,32,*,3.41507893954969E-06,8.18549877302153E-05,0.63661043593854,intergenic.NA,cADN and SSL specific markers
708,chr2,74741803,74742050,248,23,*,3.41507893954969E-06,8.18549877302153E-05,0.528081716456319,CDS.TLX2/5UTR.TLX2/exon.TLX2/intron.TLX2,cADN and SSL specific markers
709,chr3,157155024,157155623,600,51,*,3.41507893954969E-06,8.18549877302153E-05,0.51815258060864,CDS.PTX3/exon.PTX3/intron.PTX3/intron.VEPH1,cADN and SSL specific markers
710,chr14,63512585,63512828,244,29,*,3.41507893954969E-06,8.18549877302153E-05,0.720936370926308,promoter.KCNH5/intron.KCNH5,cADN and SSL specific markers
711,chr9,89560639,89560973,335,48,*,3.41507893954969E-06,8.18549877302153E-05,0.519142882596544,1to5kb.GAS1RR/CDS.GAS1/exon.GAS1/3UTR.GAS1,cADN and SSL specific markers
712,chr20,59827855,59828072,218,31,*,3.41507893954969E-06,8.18549877302153E-05,0.624106950032535,intron.CDH4,cADN and SSL specific markers
713,chr19,51171708,51171944,237,31,*,3.41507893954969E-06,8.18549877302153E-05,0.535397662184266,CDS.SHANK1/exon.SHANK1,cADN and SSL specific markers
714,chr10,99790875,99791033,159,19,*,3.41507893954969E-06,8.18549877302153E-05,0.649137201154022,promoter.CRTAC1,cADN and SSL specific markers
715,chr22,39953501,39953668,168,27,*,3.41507893954969E-06,8.18549877302153E-05,0.614069753470024,intergenic.NA,cADN and SSL specific markers
716,chr7,137531518,137531707,190,27,*,3.41507893954969E-06,8.18549877302153E-05,0.668338132915005,promoter.DGKI/CDS.DGKI/5UTR.DGKI/exon.DGKI,cADN and SSL specific markers
717,chr8,139509637,139509757,121,13,*,3.41507893954969E-06,8.18549877302153E-05,0.697212701466706,promoter.FAM135B,cADN and SSL specific markers
718,chr8,40755165,40755388,224,19,*,3.41507893954969E-06,8.18549877302153E-05,0.621131540594931,promoter.ZMAT4/5UTR.ZMAT4/exon.ZMAT4/intron.ZMAT4,cADN and SSL specific markers
719,chr7,43151852,43152597,746,62,*,3.41507893954969E-06,8.18549877302153E-05,0.555814254296648,promoter.HECW1/1to5kb.HECW1/1to5kb.NA/5UTR.HECW1/exon.HECW1/intron.HECW1,cADN and SSL specific markers
720,chr10,119304719,119305430,712,63,*,3.41507893954969E-06,8.18549877302153E-05,0.508937966443468,promoter.EMX2OS/1to5kb.EMX2OS/CDS.EMX2/exon.EMX2/intron.EMX2,cADN and SSL specific markers
721,chr9,122131386,122131628,243,23,*,3.41507893954969E-06,8.18549877302153E-05,0.633875578116181,5UTR.BRINP1/exon.BRINP1,cADN and SSL specific markers
722,chr11,32457124,32457423,300,25,*,3.41507893954969E-06,8.18549877302153E-05,0.59899698096534,promoter.WT1-AS/promoter.WT1/1to5kb.NA/1to5kb.WT1/exon.WT1-AS/intron.WT1-AS,cADN and SSL specific markers
723,chr5,79866161,79866496,336,32,*,3.41507893954969E-06,8.18549877302153E-05,0.572273819692708,promoter.ANKRD34B/1to5kb.ANKRD34B/5UTR.ANKRD34B/exon.ANKRD34B,cADN and SSL specific markers
724,chr2,176932343,176932942,600,37,*,3.41507893954969E-06,8.18549877302153E-05,0.515379160294781,intergenic.NA,cADN and SSL specific markers
725,chr5,16179076,16179355,280,37,*,3.41507893954969E-06,8.18549877302153E-05,0.58939381173329,promoter.NA/1to5kb.NA/CDS.MARCHF11/exon.MARCHF11/intron.MARCHF11,cADN and SSL specific markers
726,chr7,96653543,96654132,590,44,*,3.41507893954969E-06,8.18549877302153E-05,0.552219194187409,CDS.DLX5/5UTR.DLX5/exon.DLX5/intron.DLX5,cADN and SSL specific markers
727,chr1,242688469,242688787,319,22,*,3.41507893954969E-06,8.18549877302153E-05,0.660258238430367,promoter.PLD5,cADN and SSL specific markers
728,chr3,192127244,192127574,331,41,*,3.41507893954969E-06,8.18549877302153E-05,0.635813311313398,promoter.FGF12/intron.FGF12,cADN and SSL specific markers
729,chr2,100938345,100938612,268,43,*,3.41507893954969E-06,8.18549877302153E-05,0.705955696687448,CDS.LONRF2/5UTR.LONRF2/exon.LONRF2,cADN and SSL specific markers
730,chr11,128563465,128563740,276,16,*,3.41507893954969E-06,8.18549877302153E-05,0.629443785516954,promoter.FLI1/intron.FLI1/intron.SENCR,cADN and SSL specific markers
731,chr7,157476790,157477027,238,20,*,3.41507893954969E-06,8.18549877302153E-05,0.813906132655432,intron.PTPRN2,cADN and SSL specific markers
732,chr15,60297212,60297842,631,58,*,3.41507893954969E-06,8.18549877302153E-05,0.59329902496491,CDS.FOXB1/CDS.NA/exon.FOXB1/exon.NA/intron.FOXB1,cADN and SSL specific markers
733,chr6,39759897,39760484,588,55,*,3.41507893954969E-06,8.18549877302153E-05,0.558751865346852,promoter.DAAM2/5UTR.DAAM2/exon.DAAM2/intron.DAAM2,cADN and SSL specific markers
734,chr20,42544648,42545177,530,52,*,3.41507893954969E-06,8.18549877302153E-05,0.528738339639997,promoter.TOX2/5UTR.TOX2/exon.TOX2/intron.TOX2,cADN and SSL specific markers
735,chr5,142784697,142785358,662,44,*,3.41507893954969E-06,8.18549877302153E-05,0.679601561780619,promoter.NR3C1/1to5kb.NR3C1/intron.NR3C1,cADN and SSL specific markers
736,chr12,21680380,21681137,758,60,*,3.41507893954969E-06,8.18549877302153E-05,0.571515691014009,promoter.SPX/CDS.SPX/exon.SPX/intron.SPX,cADN and SSL specific markers
737,chr16,86532263,86532541,279,24,*,3.41507893954969E-06,8.18549877302153E-05,0.519807523098476,intron.FENDRR,cADN and SSL specific markers
738,chr6,6003149,6003452,304,21,*,3.41507893954969E-06,8.18549877302153E-05,0.590887396116297,exon.NRN1/intron.NRN1,cADN and SSL specific markers
739,chr6,118229227,118229369,143,13,*,3.41507893954969E-06,8.18549877302153E-05,0.703502142049108,intron.SLC35F1,cADN and SSL specific markers
740,chr19,18118589,18119172,584,61,*,3.41507893954969E-06,8.18549877302153E-05,0.562680461510736,promoter.ARRDC2/CDS.ARRDC2/5UTR.ARRDC2/exon.ARRDC2/intron.ARRDC2,cADN and SSL specific markers
741,chr17,35165609,35165846,238,37,*,3.41507893954969E-06,8.18549877302153E-05,0.596483858458569,intergenic.NA,cADN and SSL specific markers
742,chr12,95941658,95942077,420,27,*,3.41507893954969E-06,8.18549877302153E-05,0.665850073755212,promoter.USP44/5UTR.USP44/exon.USP44/intron.USP44,cADN and SSL specific markers
743,chr10,94834476,94834890,415,44,*,3.41507893954969E-06,8.18549877302153E-05,0.505247323531294,CDS.CYP26A1/exon.CYP26A1/intron.CYP26A1,cADN and SSL specific markers
744,chr1,13839536,13839978,443,45,*,3.41507893954969E-06,8.18549877302153E-05,0.536303095969673,CDS.LRRC38/exon.LRRC38,cADN and SSL specific markers
745,chr2,119593316,119593628,313,27,*,3.41507893954969E-06,8.18549877302153E-05,0.598283182303957,intergenic.NA,cADN and SSL specific markers
746,chr5,132947103,132947822,720,75,*,3.41507893954969E-06,8.18549877302153E-05,0.50366742985746,intron.FSTL4,cADN and SSL specific markers
747,chr5,76506704,76506860,157,25,*,3.41507893954969E-06,8.18549877302153E-05,0.761612883190758,promoter.PDE8B/CDS.PDE8B/5UTR.PDE8B/exon.PDE8B,cADN and SSL specific markers
748,chr12,113515249,113515529,281,34,*,3.41507893954969E-06,8.18549877302153E-05,0.511052093883998,CDS.DTX1/exon.DTX1,cADN and SSL specific markers
749,chr11,91958736,91959293,558,40,*,3.41507893954969E-06,8.18549877302153E-05,0.523560190370179,intergenic.NA,cADN and SSL specific markers
750,chr10,13933960,13934299,340,34,*,3.41507893954969E-06,8.18549877302153E-05,0.522875666599527,intron.FRMD4A,cADN and SSL specific markers
751,chr1,244080737,244081197,461,30,*,3.41507893954969E-06,8.18549877302153E-05,0.534859267945888,exon.LINC02774/intron.LINC02774,cADN and SSL specific markers
752,chr13,102068911,102069317,407,29,*,3.41507893954969E-06,8.18549877302153E-05,0.603624505399422,promoter.NALCN,cADN and SSL specific markers
753,chr1,91184077,91184658,582,51,*,3.41507893954969E-06,8.18549877302153E-05,0.609026723520757,1to5kb.BARHL2,cADN and SSL specific markers
754,chr2,133426197,133427073,877,62,*,3.41507893954969E-06,8.18549877302153E-05,0.501259071047439,intron.LYPD1,cADN and SSL specific markers
755,chr7,45613575,45613858,284,23,*,3.41507893954969E-06,8.18549877302153E-05,0.600742548456092,promoter.ADCY1/5UTR.ADCY1/exon.ADCY1/intron.ADCY1,cADN and SSL specific markers
756,chr6,72130142,72130755,614,71,*,3.41507893954969E-06,8.18549877302153E-05,0.58163604181353,promoter.LINC00472/exon.LINC00472,cADN and SSL specific markers
757,chr2,105460040,105460378,339,30,*,3.41507893954969E-06,8.18549877302153E-05,0.524689676440622,intron.PANTR1,cADN and SSL specific markers
758,chr6,391114,391570,457,43,*,3.41507893954969E-06,8.18549877302153E-05,0.604599096543752,promoter.IRF4,cADN and SSL specific markers
759,chr8,16884966,16885338,373,47,*,3.41507893954969E-06,8.18549877302153E-05,0.591052993825956,CDS.MICU3/exon.MICU3/intron.MICU3,cADN and SSL specific markers
760,chr10,131765697,131765892,196,16,*,3.41507893954969E-06,8.18549877302153E-05,0.586950546967841,1to5kb.EBF3,cADN and SSL specific markers
761,chr8,26723269,26723678,410,33,*,3.41507893954969E-06,8.18549877302153E-05,0.631276145750093,promoter.ADRA1A/promoter.NA/intron.NA,cADN and SSL specific markers
762,chr2,31360631,31360896,266,26,*,3.41507893954969E-06,8.18549877302153E-05,0.582745432179276,CDS.GALNT14/5UTR.GALNT14/exon.GALNT14/intron.GALNT14,cADN and SSL specific markers
763,chr2,176949975,176950367,393,32,*,3.41507893954969E-06,8.18549877302153E-05,0.528679052010451,1to5kb.EVX2,cADN and SSL specific markers
764,chr8,116660433,116660746,314,33,*,3.41507893954969E-06,8.18549877302153E-05,0.737997500958191,intron.TRPS1,cADN and SSL specific markers
765,chr12,113902207,113902405,199,18,*,3.41507893954969E-06,8.18549877302153E-05,0.593214531895976,intron.LHX5,cADN and SSL specific markers
766,chr2,132182985,132183108,124,23,*,3.41507893954969E-06,8.18549877302153E-05,0.661699065317515,intergenic.NA,cADN and SSL specific markers
767,chr5,3591892,3592023,132,12,*,3.41507893954969E-06,8.18549877302153E-05,0.614123166059603,1to5kb.IRX1,cADN and SSL specific markers
768,chr15,92937902,92938576,675,60,*,3.41507893954969E-06,8.18549877302153E-05,0.520114488484581,intron.ST8SIA2,cADN and SSL specific markers
769,chr10,60936380,60937048,669,70,*,3.41507893954969E-06,8.18549877302153E-05,0.53958699619639,promoter.PHYHIPL/CDS.PHYHIPL/5UTR.PHYHIPL/exon.PHYHIPL/intron.PHYHIPL,cADN and SSL specific markers
770,chr11,20185042,20185396,355,32,*,3.41507893954969E-06,8.18549877302153E-05,0.616664551329552,1to5kb.DBX1,cADN and SSL specific markers
771,chr12,63544743,63544992,250,17,*,3.41507893954969E-06,8.18549877302153E-05,0.679618715652679,5UTR.AVPR1A/exon.AVPR1A,cADN and SSL specific markers
772,chr19,37957513,37958641,1129,74,*,3.41507893954969E-06,8.18549877302153E-05,0.553687415736443,promoter.ZNF570/promoter.ZNF569/1to5kb.ZNF570/5UTR.ZNF569/exon.ZNF569/intron.ZNF569,cADN and SSL specific markers
773,chr4,41869002,41869611,610,47,*,3.41507893954969E-06,8.18549877302153E-05,0.509876794877583,intergenic.NA,cADN and SSL specific markers
774,chr5,155108085,155108606,522,58,*,3.41507893954969E-06,8.18549877302153E-05,0.536410410808686,intergenic.NA,cADN and SSL specific markers
775,chr15,93632651,93633408,758,51,*,3.41507893954969E-06,8.18549877302153E-05,0.541502822150781,promoter.RGMA/1to5kb.RGMA,cADN and SSL specific markers
776,chr19,34113917,34114352,436,41,*,3.41507893954969E-06,8.18549877302153E-05,0.565556725054549,intron.CHST8,cADN and SSL specific markers
777,chr4,165878134,165878445,312,27,*,3.41507893954969E-06,8.18549877302153E-05,0.611418087889337,CDS.FAM218A/5UTR.FAM218A/exon.FAM218A/intron.TRIM61,cADN and SSL specific markers
778,chr9,124981917,124982221,305,24,*,3.41507893954969E-06,8.18549877302153E-05,0.671860419969943,intron.LHX6,cADN and SSL specific markers
779,chr20,24450601,24450838,238,20,*,3.41507893954969E-06,8.18549877302153E-05,0.678785208328489,intron.SYNDIG1,cADN and SSL specific markers
780,chr19,19372289,19372423,135,16,*,3.41507893954969E-06,8.18549877302153E-05,0.620228590995493,CDS.HAPLN4/exon.HAPLN4/intron.HAPLN4,cADN and SSL specific markers
781,chr7,149745954,149746150,197,22,*,3.41507893954969E-06,8.18549877302153E-05,0.653163291499585,intergenic.NA,cADN and SSL specific markers
782,chr15,53080209,53080598,390,25,*,3.41507893954969E-06,8.18549877302153E-05,0.517863956187368,intron.ONECUT1,cADN and SSL specific markers
783,chr8,32405144,32405508,365,23,*,3.41507893954969E-06,8.18549877302153E-05,0.688381319645387,promoter.NRG1/intron.NRG1,cADN and SSL specific markers
784,chr16,54970184,54970652,469,34,*,3.41507893954969E-06,8.18549877302153E-05,0.53839397157576,intergenic.NA,cADN and SSL specific markers
785,chr4,168155043,168155306,264,28,*,3.41507893954969E-06,8.18549877302153E-05,0.559705111653709,CDS.SPOCK3/5UTR.SPOCK3/exon.SPOCK3/intron.SPOCK3,cADN and SSL specific markers
786,chr2,105459097,105459367,271,33,*,3.41507893954969E-06,8.18549877302153E-05,0.629901700494758,intron.PANTR1,cADN and SSL specific markers
